mass_ratio,total_mass,spin1z,spin2z,delta_f,f_max,f_lower,f_ref,inclination,phiRef,distance,IMRPhenomXHM-lal,IMRPhenomTHM-lal,IMRPhenomTHM-py,IMRPhenomTHM-py-gpu
1.1657384160448192,3004097.188442761,0.2512203625122449,0.688182481699239,0.0,0.1,0.0001,0.0001,0.8816903547935439,4.229852990342506,33.657513409132754,0.32106598497678834,0.8876621909439564,0.3642160282470286,0.0362184185069054
1.4732961550689865,3014450.2690520147,-0.3840946948089945,-0.9384154855344348,0.0,0.1,0.0001,0.0001,1.0172954618456234,5.265147382776895,69.38562378841945,0.3114439866816004,0.7847424787469208,0.3487693220376968,0.0361703040078282
1.9965325665232536,5633970.337801123,0.9492296554740878,-0.3870431561238032,0.0,0.1,0.0001,0.0001,2.636910365518047,1.9480478764239064,58.10827207515617,0.0907886625888447,0.351197870913893,0.1535362130962312,0.0340322058647871
2.8374720173567347,2220789.5138333603,-0.7909050057105094,0.1813282063508428,0.0,0.1,0.0001,0.0001,1.8123361836999,4.0123654210967326,36.022164697642026,0.7813906312609712,1.6537908599711957,0.5666509922593832,0.03891938989982
2.294338817734393,4912181.305325286,-0.2721967032493277,0.9820524386522682,0.0,0.1,0.0001,0.0001,2.731596070447806,4.236489610320973,60.38208575579184,0.14960291578123966,0.6079927203245461,0.3014167859219014,0.035170818073675
1.624658531067725,2184107.616075425,-0.829886793562177,0.3874539315824818,0.0,0.1,0.0001,0.0001,2.768266028429744,4.8789610985071,85.957442071475,0.36932684589798254,1.3167779841460288,0.5665374151431024,0.0374482010956853
3.4531540830760736,1918948.338220307,-0.5366681685146135,0.3381172625456308,0.0,0.1,0.0001,0.0001,2.6151918895780986,2.090345235583989,86.89331781873864,0.9169462194355825,2.29673316096887,1.094235329888761,0.0429958270862698
2.6297408031693115,2386720.230117125,-0.480714376515873,0.0939830234881686,0.0,0.1,0.0001,0.0001,1.7013548242342935,2.9209107924374367,76.04586453299365,0.3167871553450823,1.2269937419332564,0.6149291037581861,0.038486659200862
3.2254754168941275,3086731.5366982366,0.6836756983713257,0.8790670173758994,0.0,0.1,0.0001,0.0001,0.3940202668136065,4.726692272739086,49.8815090429095,0.1886764376734694,0.96437030704692,0.534335957840085,0.0364570765290409
6.008768119566691,3288710.0409506173,0.0267835431781742,-0.3644300189563385,0.0,0.1,0.0001,0.0001,2.982107822549358,2.662951779646641,16.54968887235365,0.2675941089789073,1.3535556783899665,0.5756976632401347,0.0383396083954721
5.293148652929508,7550158.740025545,-0.7992349986388367,-0.305451434828639,0.0,0.1,0.0001,0.0001,2.8177683061051826,4.495774115018157,70.68751435036317,0.10788212390616536,0.3315703775733709,0.1704787178896367,0.0358500534668564
6.105927273832688,4107465.6163243246,-0.2002288769854381,0.3546544764759696,0.0,0.1,0.0001,0.0001,1.1495844550958718,1.13157830746192,32.076134959383154,0.2935927190507452,1.2388110850006342,0.4552772617898881,0.0392331595066934
7.490868322268394,5964027.570298013,-0.0868255874930219,-0.4542995483631793,0.0,0.1,0.0001,0.0001,2.102158482172181,3.016701523687305,96.10536671023692,0.0758071440892915,0.7952213371172547,0.2871318720281124,0.0373733385000377
6.760991803693721,9741455.868977793,0.6626015155475238,0.0013825292698828,0.0,0.1,0.0001,0.0001,2.598452701303992,5.389670833532689,75.12988695941293,0.08574688093115886,0.4743614890612662,0.0786941139958798,0.0351441483013331
2.0068102666357857,1621899.707102317,0.42585537394381,-0.9987170265859626,0.0,0.1,0.0001,0.0001,1.450727385795523,0.2667874039994329,49.92534071977476,0.9229538136472305,2.5136879608035088,1.2489861221984029,0.0426176793407648
6.308815975720097,3430140.555206148,0.8807324916608268,0.8947178635574093,0.0,0.1,0.0001,0.0001,2.946214455476929,2.602051561706203,42.17535730078352,0.23868170799687505,1.5502205318771305,0.4683480658568442,0.0383287605829536
1.0919481745674775,7498654.986307552,-0.7283818644354205,-0.4391829791133181,0.0,0.1,0.0001,0.0001,1.6440160276953146,2.1625774189619253,66.85361131236972,0.07599962797636788,0.230081376619637,0.1092112492769956,0.0348827344831079
1.6726418256788127,2351791.683551703,-0.0704082140481459,-0.5367136551095388,0.0,0.1,0.0001,0.0001,1.300890781198996,1.609984597625196,32.843097965599455,0.3983623233313362,1.3245976828038692,0.4335866100154817,0.0369208032265305
4.23948400171536,6551484.788815185,0.7557038365070123,-0.3986100845984992,0.0,0.1,0.0001,0.0001,2.78642285698334,5.140982187452785,37.00881872188232,0.06388076860457659,0.4058331418782472,0.1177338706329464,0.0354170369915664
4.751736467045623,2658568.729134177,0.4209652824631207,0.5312898556381773,0.0,0.1,0.0001,0.0001,1.0392599930525497,4.331652198804299,15.03990213276429,0.4950886570538084,1.779243697412312,0.6867536068893969,0.0390930726658552
9.270395001363722,1035718.8397369311,0.4757462747990442,-0.3880996177430236,0.0,0.1,0.0001,0.0001,1.8051694767833,5.281622518436053,89.29040024964496,4.399196845324089,12.186244009062648,5.528084261808544,0.1175391343887895
1.460797642603316,1262969.1500520213,0.4129585566322526,-0.1793995464046214,0.0,0.1,0.0001,0.0001,2.1170179459083074,2.922719910024986,67.327525654475,1.8707761562739809,3.488334634806961,1.2221382237039506,0.0483384658582508
4.053035553568461,3057708.893368976,0.0881603935409509,0.7185363787247807,0.0,0.1,0.0001,0.0001,2.478297809555912,0.6576272348450376,66.09833199585466,0.2300252316830059,1.219097871333361,0.5310665289871395,0.0372690963093191
3.461543757435768,3632346.467088167,-0.0486483251556153,0.4949526886305759,0.0,0.1,0.0001,0.0001,2.9905009406241123,1.751668923753389,56.47721428142796,0.24838601627076665,0.8807711289264262,0.4682952901348471,0.0364234453067183
7.786633555689109,7456794.017410338,-0.7262031171320202,-0.2050565661591419,0.0,0.1,0.0001,0.0001,0.3319284961719226,1.2806263584966702,50.95539062494619,0.12439739595477779,0.4604912619106471,0.1605709609575569,0.0343643072992563
1.284511726705906,9342151.989461647,-0.9754743007443016,0.4812942196857523,0.0,0.1,0.0001,0.0001,0.9491905218546214,5.570520835399058,49.35654411943036,0.0365761270125707,0.2582193398848176,0.0548881040886044,0.0340947307180613
6.208495616990138,1491700.858304657,0.7170307956863475,-0.5906413462636211,0.0,0.1,0.0001,0.0001,0.169507742245272,6.189715677762286,45.794347470159046,1.477585081011057,4.794753205962479,1.949503550771624,0.0591247475240379
8.636892234222534,9994809.817494676,0.4064541445377325,-0.464000780097612,0.0,0.1,0.0001,0.0001,2.809630223338153,1.4297648321070355,27.31847445800689,0.10479362898816665,0.4173014429397881,0.1631754389964044,0.0344321731943637
1.0963360784353162,6880229.7154761385,-0.4762757704666904,0.993813482539622,0.0,0.1,0.0001,0.0001,1.3069156049747257,0.1982662173512613,19.45265177628692,0.0413254137771825,0.3237905618734658,0.0918016573414206,0.0341013841796666
1.398479984660905,2418344.8623122973,0.8427430547727068,-0.613915937349014,0.0,0.1,0.0001,0.0001,1.4457407053588298,2.2059261564324166,38.62507668170662,0.27388304425403476,1.0028151203878224,0.4053299739025533,0.0364535641856491
2.02987731761299,1900142.7343075287,-0.2657655690818721,-0.6013094556701297,0.0,0.1,0.0001,0.0001,2.298880566096386,0.7350042401618488,24.549849887188167,0.5986447846516967,1.7684495649300516,0.5611801692284644,0.0394804192241281
1.392671401552896,3367130.9428100805,-0.8421713114155109,0.5513121513102559,0.0,0.1,0.0001,0.0001,0.1166483189768133,1.176612475211433,76.33163520694946,0.16620946365098158,0.5946293212473392,0.2056712261401116,0.0366330913733691
1.2196303820454346,1155649.3375788955,-0.4062391506549514,0.9686839705925958,0.0,0.1,0.0001,0.0001,2.796746445331367,2.7588683217799947,45.45573880971136,1.7438286060156922,3.9557677367702127,1.2739596930332482,0.0512803476769477
1.1953657735449073,2385313.37564814,0.9082652775349234,-0.3724906442028435,0.0,0.1,0.0001,0.0001,2.146917171331359,4.29281280711917,58.93900797133666,0.2717371693191429,1.1507686199620366,0.4632691899314523,0.0362689014989882
2.902977301610759,3222067.951627181,0.6047223763640752,0.4958214003240062,0.0,0.1,0.0001,0.0001,1.1488349204762256,3.8181237734000506,87.03104553451195,0.20879281591624022,0.8973789410665631,0.4230942013673484,0.0373961928300559
3.573623483425748,2315351.586434785,0.7866786342172396,-0.3180949478781467,0.0,0.1,0.0001,0.0001,2.43752797779821,6.120839831593933,59.01061113337163,0.5484453515770534,1.8303498839959504,0.5680803041905165,0.0403170975856483
3.426697021342934,6739896.254546657,-0.3507503482450693,0.0313267997918398,0.0,0.1,0.0001,0.0001,1.4891670208633805,4.492045689865777,46.64282528457076,0.03200644860044122,0.3341423319652676,0.1237161327153444,0.0353192440234124
2.6506200080844624,4797888.774046205,-0.6187955225795467,-0.4796764328411458,0.0,0.1,0.0001,0.0001,0.1373728535982439,2.532408990566045,58.09477964968236,0.06794582369426887,0.4952606842853129,0.1012439653277397,0.0356113516725599
7.271218905874907,1730514.7078519256,0.7321584256892428,0.0655495193717656,0.0,0.1,0.0001,0.0001,0.0974856903816518,5.823379760977248,11.925522364158429,1.3392330051089327,4.712042650673538,2.1210847916081548,0.0567111756186932
2.771478874873869,4890681.2103673,0.0482460614442135,0.231982201745301,0.0,0.1,0.0001,0.0001,2.6015356964340395,6.259814337390291,58.38480811740206,0.12231803297375639,0.4497217000462115,0.152082032058388,0.0352904639672487
8.980163125415768,1127221.2371680466,-0.1402569961794193,0.4269829369780367,0.0,0.1,0.0001,0.0001,0.7157269761554437,0.6245157358668623,97.41602802055952,4.012469733289133,10.92825645301491,5.079358583316207,0.1016586588229984
4.482709976506842,9438131.102282574,-0.7764010322443353,-0.9281910465189078,0.0,0.1,0.0001,0.0001,1.7247634882499556,2.753222488749543,95.8320833425952,0.05024630296975374,0.2336911121383309,0.0929469270631671,0.0352107727900147
1.5290636302004437,6848968.399167018,0.80323169524058,0.6532718111783504,0.0,0.1,0.0001,0.0001,1.5630029083851655,5.234020250602248,17.76029428979728,0.042318711057305336,0.2546653943136334,0.077571976929903,0.0342846869956702
1.7872034803306636,1999117.3324551943,-0.4151662971005412,0.4610747847598881,0.0,0.1,0.0001,0.0001,2.126407223911956,1.3068093085001584,46.167339450203634,0.5271123920877775,1.4466956779360771,0.5554616558365524,0.0394905981607735
3.4620972796095946,9216384.321351346,0.7068973101690221,-0.4419073405531164,0.0,0.1,0.0001,0.0001,3.053671450149503,5.210876397593754,25.57945921586405,0.033106970911224685,0.1863773106597364,0.061095698736608,0.0347449803259223
1.3952611822302994,1871228.631043712,0.1321699597189003,-0.988157594495972,0.0,0.1,0.0001,0.0001,1.1883508837880548,3.704710375294985,53.48960719858267,0.6344229833533367,1.7735604620538652,0.6460899086669087,0.0401221772190183
6.050508397713899,9583472.929424196,-0.02438796307703,0.7400412503592801,0.0,0.1,0.0001,0.0001,0.1216509228834535,4.451427651165011,69.24213013517675,0.03443722100928426,0.3505898499861359,0.0590272662229836,0.0356851350050419
2.9727758176896715,6494375.53057998,0.7911941092474379,0.8845751410334257,0.0,0.1,0.0001,0.0001,2.300135005700507,0.043991562596701,92.838099064548,0.06933848032106955,0.3712875312194228,0.1230976302176714,0.0356963437981903
1.2428546552785475,3150937.6502211657,0.7015014795325623,0.3005610446371511,0.0,0.1,0.0001,0.0001,1.3677486231847718,3.144007148067004,67.48362622288279,0.23474670465414724,0.7321651559323072,0.2868560063652694,0.0378848571330308
3.960014519944834,3023649.210993618,-0.0331253919682057,0.80787800383689,0.0,0.1,0.0001,0.0001,1.949967307008736,3.546653550116789,84.17733888603779,0.2031147925493618,1.377950410824269,0.4630448571406305,0.0370506311301142
1.853348773410276,5421895.898107325,0.6435303157798473,-0.9228146154120912,0.0,0.1,0.0001,0.0001,2.153715262749763,4.440818614337132,73.1103278909527,0.06307504434759419,0.3398904479108751,0.2133621647953987,0.0344470289070159
2.798404972457025,1356749.8169651718,0.0967147413846802,-0.5964624688488902,0.0,0.1,0.0001,0.0001,1.977952318566454,5.32116082793283,48.55795633839646,1.6343933776952326,3.854217495303601,1.3866041470319033,0.049635682394728
1.1444728788843883,6063375.917289358,0.7601899500475142,-0.8109130290842541,0.0,0.1,0.0001,0.0001,2.136301245526999,2.3510773501795468,64.28196836344141,0.03051636569822828,0.397488135844469,0.0914567713625729,0.034088772162795
5.200757403668031,6906553.587443503,-0.668250783392502,0.3010238292819156,0.0,0.1,0.0001,0.0001,1.9701038488307687,4.788606855978298,64.03496394650654,0.05523523595184088,0.4066203651018441,0.1410349840298295,0.0341825515031814
5.479536244712117,1790141.1442638417,0.7304568274591834,-0.5615785479803392,0.0,0.1,0.0001,0.0001,0.948449224110346,5.071133412927676,70.82839633794639,1.3903158203077812,3.833990482613444,1.4988474589772522,0.0488694709725677
1.1291590613406135,2583544.216551684,-0.898352173766789,-0.0521930061952196,0.0,0.1,0.0001,0.0001,0.1852225493770635,3.7934517151383886,68.92239357587124,0.29677552698800963,0.920010518282652,0.440834900829941,0.0360958029981702
6.960732076152596,6323950.737969246,0.7432093573515695,0.4007064749606304,0.0,0.1,0.0001,0.0001,0.6838938509511968,4.781640064376885,85.26026807991173,0.07976197761793931,0.522558324970305,0.285580663010478,0.0363916686270386
4.165459025015489,5710980.721991904,0.7719924653110248,-0.9683655309819724,0.0,0.1,0.0001,0.0001,0.3586803359921498,2.9953383840157537,10.174704873664078,0.10943245096132159,0.4802562859840691,0.1733120861463248,0.0346233510412275
1.6030333412113442,1070826.7724050065,-0.8943169136939404,-0.2407965575305994,0.0,0.1,0.0001,0.0001,1.3156299096526043,5.571273183392596,15.198476955989891,2.1661520544439554,4.596706810873002,1.8684043590910733,0.0539665215183049
1.984964048905194,3012927.307387389,0.2984659883942968,-0.7493109707046228,0.0,0.1,0.0001,0.0001,1.8904886044090845,5.5237995138230325,71.15193316212026,0.2217201666596035,0.908386146184057,0.416879893746227,0.0369230208918452
1.688625385294244,5411773.057517742,0.0386327971028315,-0.1536881433876313,0.0,0.1,0.0001,0.0001,2.9662200486303534,5.324843542143335,62.64350959955024,0.03295055326695243,0.2680254383012652,0.0901610739529132,0.0347277304623276
1.4183544474237348,4774145.978956838,-0.4128208730819678,0.1785887182213026,0.0,0.1,0.0001,0.0001,2.194496862068303,4.025527390571146,37.733447283305125,0.18553076839695373,0.3781357831321656,0.1983594852499663,0.0339944438077509
1.153464158350844,2474191.2401276142,0.2608788909987551,-0.2135252982886011,0.0,0.1,0.0001,0.0001,2.0544969533147004,5.624464433704501,19.09892307047312,0.2951347140284876,1.0909170089289546,0.4699692367576062,0.0372500902973115
1.9919330977186247,7706959.568655768,0.5927057130847961,-0.7700238540169739,0.0,0.1,0.0001,0.0001,1.0079772645243064,4.209507791102203,63.26931298859593,0.06363349702830116,0.2293827650137245,0.0554652358405292,0.0345929997973144
1.1645331940264918,4958517.576093772,-0.2059703011713938,0.6657454575863468,0.0,0.1,0.0001,0.0001,2.7743304120716794,4.097747090201769,75.59382811513082,0.11832835401097934,0.3695668480359018,0.1689540520310402,0.0351886010263115
4.885360862345858,1016330.492763323,-0.8571991355522248,0.8826397457701662,0.0,0.1,0.0001,0.0001,3.07170699559508,2.4835014208743,10.463910436290114,4.183549476632227,9.023725146893412,2.923407640773803,0.0795713730156421
9.677264597006396,4732314.594912851,-0.8020940449968765,0.4629877009433951,0.0,0.1,0.0001,0.0001,0.6455345543802838,2.381257289716405,54.74062239547969,0.13875570334494114,1.1124377097003162,0.2955181607976556,0.0383579784072935
2.665768999040233,4350231.011684633,-0.9138516819551844,0.9776161108642076,0.0,0.1,0.0001,0.0001,1.9788117861971803,5.577514935420936,64.71428523997832,0.08931065831954281,0.6007761582732201,0.2155981608666479,0.0344181814230978
4.937637302299815,8944806.242683262,0.8351967019156947,-0.1046814118126726,0.0,0.1,0.0001,0.0001,0.7412966396563694,5.175436160122674,20.31836015490085,0.03282803623005748,0.3529914389364421,0.1592110088095069,0.0346263180021196
3.741260493166225,1662708.8018957493,0.1340355698298965,-0.6376298362078368,0.0,0.1,0.0001,0.0001,1.6760633659854751,3.01169396088328,25.030284613222253,0.5957271746980647,3.2366146030835807,1.18957396177575,0.0469683416187763
1.0804832677537677,2116262.586615649,-0.4432479294784646,0.1739139273944452,0.0,0.1,0.0001,0.0001,1.606323870361798,5.982337233965517,64.80257317295644,0.2400533373778065,1.5836613639257848,0.5482693859376013,0.0382111524231731
1.1870872282162652,5566395.888999865,0.2086890076459027,0.6045381741832185,0.0,0.1,0.0001,0.0001,0.4015862605760538,0.453149444963367,37.27157716250044,0.04827110252032677,0.4292727429419756,0.1331564793363213,0.0343346854671835
6.370790043862997,8185834.344624883,0.0711005147730938,-0.7930158122115687,0.0,0.1,0.0001,0.0001,1.008871084012145,4.573704244864048,65.08954746762137,0.03873063996434212,0.3377987830899656,0.2277647308073938,0.035276873037219
1.4198039113177507,7374721.1099391235,0.4756892339763907,0.4832273215167471,0.0,0.1,0.0001,0.0001,1.3856053188966224,1.1933170381113716,80.08364420969814,0.017640280692527693,0.2729375627823174,0.0963478866033256,0.0345036380924284
5.411815984987065,3197741.558791425,-0.717941621381579,-0.9005355681712075,0.0,0.1,0.0001,0.0001,2.935114245694144,3.742212002859556,18.085011251892524,0.14862533938139677,1.3116771741770208,0.4437207370065152,0.0375811262987554
5.700846335270396,5498684.635144792,-0.1630775483832265,-0.0816263866673645,0.0,0.1,0.0001,0.0001,1.070856282540879,0.1148157767593833,25.91659857694934,0.06266092726339896,0.5910356570966542,0.2214248180389404,0.035838964395225
3.3570148328416414,1156299.205916087,0.8135620331109135,0.2226435761459912,0.0,0.1,0.0001,0.0001,0.4309596119317956,5.314696813385959,44.54642225875663,1.9555193684063852,5.7184935957193375,2.373881468083709,0.0615292578935623
3.85106464829323,3423217.207434223,-0.6499456394826224,-0.9861961316045748,0.0,0.1,0.0001,0.0001,0.6132287532943885,2.830524807496825,81.93515133544165,0.2263944543277224,0.8804090400226414,0.2899909489788115,0.0369611307047307
6.608904075270147,2554265.5940769035,0.3730806933431883,0.5286731726052114,0.0,0.1,0.0001,0.0001,0.4883128960078739,2.2745391411184355,28.8560916874255,0.5014246599748731,2.58860870776698,1.1581798810511827,0.042316827783361
3.994061243117754,4263435.743666632,0.0260281666726787,-0.5179670746298879,0.0,0.1,0.0001,0.0001,1.0700571804654968,0.4617099953301944,65.00048706399645,0.1879284417567154,0.6813465147279203,0.2849430083297193,0.036433205101639
4.565683940654752,6903943.283560494,-0.2562691760068529,0.2337531185695258,0.0,0.1,0.0001,0.0001,1.289845677081257,2.8622793495504424,84.51054499416806,0.07053704497714837,0.4164177803322673,0.129813842009753,0.0342428089119494
6.717203007838863,4172768.3661569753,-0.307892697232133,0.3902255278451902,0.0,0.1,0.0001,0.0001,2.89794962867581,2.163148650198352,16.655638745119788,0.20376859372481704,1.0630488866008818,0.411355426069349,0.036261681606993
4.72491666654822,9813189.785480108,-0.4489930236983102,-0.5069677271812023,0.0,0.1,0.0001,0.0001,1.3435930033178294,0.1262773508654367,18.73903264452349,0.032324555329978466,0.2817909470759332,0.1647086371667683,0.0343106251675635
2.624048349000556,9057513.305730045,0.6415810428722597,-0.0346815923912422,0.0,0.1,0.0001,0.0001,1.177335773504368,5.45210277409242,69.2510352119479,0.07596511471395691,0.3652726239524781,0.0770896570757031,0.0341098804026842
1.2224630998402484,3219077.71582391,0.9504098349260172,0.7778512488241449,0.0,0.1,0.0001,0.0001,0.6003961446887739,2.4961497911449766,49.98689475412756,0.22663130176564059,0.9099337286315858,0.315814102999866,0.0361854732967913
1.717234604122701,2436065.903495016,0.9810655186397406,-0.2921361868225636,0.0,0.1,0.0001,0.0001,0.2056091745612587,4.641471814614489,18.80159513753668,0.2834797852362196,1.3056146590970457,0.4560342631302774,0.0365308890119195
1.4886851742070797,3255957.9758380563,-0.6186536390586852,0.7145129772221317,0.0,0.1,0.0001,0.0001,0.1002700634421393,5.171034107555471,39.07803449583636,0.19816462804252902,0.7434751410037279,0.3702029506675899,0.0359987874049693
1.022300318003788,1269174.2615152954,0.9966557599683424,-0.0591715957102088,0.0,0.1,0.0001,0.0001,1.6258559400419463,4.284607080922955,68.5204389948367,1.7500325500344236,3.5892036450095475,1.1459646532312036,0.0469906857702881
4.827133649965013,2056420.316327952,0.8249005654410619,-0.0287341080219554,0.0,0.1,0.0001,0.0001,2.9018105026451204,5.781547008656755,74.4502907604592,0.6579929922396938,3.122467022854835,1.1217975709587336,0.0440947756171226
1.0463808037866025,6859932.872515533,-0.1148295268812094,0.0937485246383638,0.0,0.1,0.0001,0.0001,2.70109599878181,5.737319994493855,12.416301370511606,0.04841635702177882,0.2843999089673161,0.0638310052454471,0.0349611210171133
2.451845012562415,6260192.295905303,0.7075395148484571,0.3259370434567599,0.0,0.1,0.0001,0.0001,0.4815069096542964,0.7445479849673021,93.71240302166478,0.03235610372697314,0.3247860241681337,0.1613753577694296,0.0341579815838486
6.729423721817482,4038982.1837390126,0.0181586150763402,-0.165663213552113,0.0,0.1,0.0001,0.0001,0.5431841657477581,3.750816747230039,75.9280571028994,0.22260969302927455,1.0871422309428451,0.5759186511859298,0.0373398432042449
1.6084222913816038,9811252.464532737,-0.5394097191364451,0.8584615710304204,0.0,0.1,0.0001,0.0001,0.247955784318531,2.4833684939029044,47.31932431744978,0.041930599603801966,0.2378757689148187,0.0542980930767953,0.0346711938269436
9.984083375684296,4070322.223644051,-0.0135679361308753,-0.3064440169161311,0.0,0.1,0.0001,0.0001,1.6920880952205968,3.8404954457717095,81.50577437223578,0.25069694376240176,1.6039591757580638,0.4817882711067796,0.0379658778198063
4.554433867060035,6382285.230693069,0.6945928427227832,0.1837483114668077,0.0,0.1,0.0001,0.0001,1.831912935991832,1.9623445166668991,43.83233004710498,0.08676879946142435,0.4745877981185913,0.2127143759280443,0.0354695345275104
1.585557124875756,6195860.942787925,0.3292434411187623,-0.4120515924524972,0.0,0.1,0.0001,0.0001,0.5725288564243624,3.208333622732543,44.383828592950806,0.05830680547902981,0.3332274542190134,0.1851415387354791,0.0356084565166383
6.878181200846757,1494230.8725044732,0.5723077308208246,0.2522911576896158,0.0,0.1,0.0001,0.0001,0.8359217185445386,3.079432012734556,52.1527368046721,1.5956681272946298,5.636537006124854,2.2228537928313017,0.062529586488381
6.587117681268427,2054606.630726132,0.4091897376764657,-0.3699268891023304,0.0,0.1,0.0001,0.0001,1.5785177666174377,3.458632023216552,70.50398483566102,0.5487536300594608,3.0789513499476016,1.243385087698698,0.0472003520000725
3.4202219232592768,1457891.521646166,-0.7050948963525665,-0.6661317184846407,0.0,0.1,0.0001,0.0001,0.518867531547553,1.198924280505807,53.83577276693088,1.596983649302274,3.978968664072454,1.2652811603620648,0.0490013209171593
2.3855110941028896,6778727.582161224,0.1213167615435582,0.2268106689538627,0.0,0.1,0.0001,0.0001,0.4350454288091235,3.6464216286578894,19.493810186357933,0.032461158310373626,0.3100103340111673,0.0941962217912077,0.0345021160319447
1.2699232444531134,1317262.5348746935,-0.8229923615178836,0.7071057359556072,0.0,0.1,0.0001,0.0001,1.9625950423114928,0.06562897606699,33.94295688533683,0.8392448780747751,3.070695747155696,1.1600315277464688,0.0462502595037221
1.9615503208500733,1714805.5956430074,-0.7338541782960915,-0.2285545201512473,0.0,0.1,0.0001,0.0001,1.488754177629117,4.678502304440043,47.61255448416606,0.6797376729858419,2.1037043621763587,1.049947164952755,0.0423308419995009
2.8382127164157955,5614455.346844348,-0.1142603644952173,0.1618734243132626,0.0,0.1,0.0001,0.0001,0.0637163888676793,2.4724654661337846,47.44543943136088,0.08578496659174562,0.4621213390491903,0.1592922322452068,0.0352271164767444
1.3080989199619997,3325041.337157356,-0.1823381691928796,-0.3504758068776106,0.0,0.1,0.0001,0.0001,2.6732492371050705,2.116894501721351,27.99547032193352,0.08725449567039807,0.7639430263079703,0.2437199931591749,0.0373319656122475
2.04975785341863,1321952.0915182007,-0.3552764482906916,0.1159773371814811,0.0,0.1,0.0001,0.0001,0.2060932791506533,3.8399365744713503,15.880218232962283,1.6786065416721005,3.367037683259696,1.1357315653003752,0.0492132011335343
1.178323606382562,1462303.5613816646,0.5676812124624329,-0.8570916589156776,0.0,0.1,0.0001,0.0001,0.895774051428365,5.393943918193979,37.8083009358018,0.7201697436782221,2.686675985809416,1.0489961439743638,0.0442509018816053
1.3410038800757818,4235902.758793984,-0.3782594704146655,0.1179013408891866,0.0,0.1,0.0001,0.0001,0.7929344181484818,2.770210464255392,33.245705528269795,0.12114825798198581,0.5167045188136399,0.1813485631719231,0.0359539478085935
8.703738156031305,4523049.107179344,-0.6080255476134602,0.164572788443118,0.0,0.1,0.0001,0.0001,0.3737590913205498,3.5069782723458767,87.81754133811478,0.21635526108245054,1.11915199784562,0.3340631639584899,0.0370260923169553
1.920824621393376,1109846.3419468536,-0.5653281721692485,0.527946390451268,0.0,0.1,0.0001,0.0001,1.2620047786154625,3.122176162507005,56.91518688579399,1.7227838966064155,4.661466789897531,1.9826298388652503,0.0541775814723223
9.719167145466036,4595589.849029399,0.1105835727181718,-0.6438060356932065,0.0,0.1,0.0001,0.0001,1.5892280079215242,1.8069065780932283,28.541686658863963,0.18649268274505934,1.187091934029013,0.5112213832326233,0.036339434236288
